"","combinedPval","adjustedPval"
"DAG1",0.0677605251439979,1
"BSN",8.72635297355373e-14,1.48428639006158e-11
"APEH",0.00994868096940449,0.33580525374478
"MST1",0.25054454913563,1
"RNF123",0.000178209317569733,0.0100008097846812
"GMPPB",0.43387644839201,1
"IP6K1",0.0127225204271548,0.413267640266326
"INKA1",0.0276830162405219,0.775969743970164
"UBA7",0.0487392149395593,1
"TRAIP",0.636493937683398,1
"CAMKV",3.49575923763723e-11,4.71111562642533e-09
"MST1R",0.513158098142269,1
"MON1A",0.0797875005123504,1
"RBM6",0.320154374557457,1
"RBM5",0.000455685229612035,0.0229260779741572
"SEMA3F",0.0548284437583071,1
"SLC38A3",0.00218975342181738,0.0917189730552019
"GNAI2",1.02589292616528e-09,1.20690366586769e-07
"SEMA3B-AS1",0.000701981521502359,0.0336631579268722
"SEMA3B",4.05694901032084e-68,5.76434899278132e-65
"LSMEM2",0.547867581698911,1
"IFRD2",0.145481870353965,1
"HYAL3",0.187352942264908,1
"NAA80",9.99953871163584e-05,0.0060106469871799
"HYAL2",0.281798882659252,1
"TUSC2",4.05869481105992e-05,0.00268655512145855
"RASSF1",0.0998503341903602,1
"RASSF1-AS1",0.965591374150535,1
"ZMYND10",0.393772795111489,1
"NPRL2",0.306718872174827,1
"CYB561D2",0.0856982144390623,1
"TMEM115",0.0918312153449599,1
"CACNA2D2",0.3458883110995,1
"CYB561D2-1",0.0740081124099934,1
"C3orf18",0.16913516052985,1
"HEMK1",0.261586424516985,1
"CISH",0.0356063849669015,0.949616198964409
"MAPKAPK3",0.0535593615148962,1
"DOCK3",4.82465598583559e-08,4.68866507236003e-06
"MANF",0.372093514573633,1
"RBM15B",0.262777763056873,1
"DCAF1",0.4858729525805,1
"RAD54L2",0.873977262871589,1
"TEX264",0.545760674695092,1
"GRM2",5.51663632175625e-05,0.00354898313515482
"RRP9",0.934532022254786,1
"PARP3",0.0083486126820308,0.289931422171608
"GPR62",6.92820507798615e-32,3.57963510030219e-29
"PCBP4",5.40453653861677e-33,2.85504244924069e-30
"ABHD14B",0.20520456083178,1
"ABHD14A",1.84187998186758e-10,2.31915826940995e-08
"ACY1",0.374278732210193,1
"RPL29",3.01738492915213e-17,6.83137370948103e-15
"DUSP7",0.0640965160173225,1
"POC1A",0.584062433615667,1
"ALAS1",0.0750765656426988,1
"TWF2",0.00821233254820264,0.285982019903867
"PPM1M",0.94872930945273,1
"WDR82",0.000471070876321256,0.0236208356275235
"GLYCTK",0.613159637290708,1
"DNAH1",0.0210686735525273,0.623770280821374
"BAP1",0.00213612902875804,0.0896551594085175
"PHF7",0.0054742927746021,0.202257438942406
"SEMA3G",0.183244977968992,1
"TNNC1",0.061024667147479,1
"NISCH",2.97198954291034e-06,0.000225214693894671
"STAB1",0.961854999596086,1
"NT5DC2",0.274709162687948,1
"SMIM4",0.286893933772098,1
"PBRM1",0.890346456492482,1
"GNL3",0.511306909834177,1
"GLT8D1",0.950825958797181,1
"SPCS1",0.00144345350401232,0.0637826668466958
"NEK4",0.712388342368354,1
"TMEM110-MUSTN1",0.721426520547919,1
"STIMATE",0.146378948239022,1
"SFMBT1",0.275643486241316,1
"RFT1",0.877233895687675,1
"PRKCD",0.163138397147752,1
"TKT",0.0389083231705798,1
"DCP1A",0.86080839298208,1
"CACNA1D",0.394093226834873,1
"CHDH",0.41283549552844,1
"IL17RB",0.111439162208976,1
"AC012467.2",0.791564317576506,1
"ACTR8",0.353085904683712,1
"SELENOK",0.00507882463935228,0.189730180795944
"CACNA2D3",3.36802987512819e-05,0.0022648598364514
"WNT5A",0.018224106271967,0.554288406200646
"ERC2",0.000705284431516739,0.0337920517194372
"CCDC66",0.0434674857207595,1
"FAM208A",0.167489978470861,1
"ARHGEF3",2.93002707376644e-05,0.00199062540898574
"IL17RD",0.145068073214298,1
"APPL1",0.367006237296172,1
"PDE12",0.111785674308319,1
"ARF4",0.00772937044942579,0.271747292585892
"ARF4-AS1",0.134593250162285,1
"DENND6A",0.012183268626203,0.399050082748139
"SLMAP",0.852155651383724,1
"FLNB",1.13238933519e-06,9.13557969109024e-05
"ABHD6",0.029942387712943,0.825696458759079
"RPP14",0.269430726951009,1
"PXK",2.96289166843448e-28,1.30224653787892e-25
"PDHB",0.00235500191536009,0.0976233250031728
"AC135507.1",0.00208960822667936,0.0879265442031292
"KCTD6",0.607068225442094,1
"ACOX2",0.0207569284741349,0.616422967906127
"FAM107A",1.40132350168187e-11,1.94415403698575e-09
"C3orf67",0.873846255682294,1
"FHIT",0.432599316848112,1
"PTPRG",0.00589733435191842,0.215663624295909
"C3orf14",3.32611356235191e-08,3.27679927307054e-06
"FEZF2",4.25407963744462e-07,3.63669846006224e-05
"CADPS",2.3303803331487e-10,2.89662309409248e-08
"SYNPR",5.07371922253697e-14,8.77490120885349e-12
"THOC7",2.12263984167294e-10,2.65643530252159e-08
"ATXN7",0.700462130525706,1
"AC012557.1",0.119323063466902,1
"PSMD6",0.0226749887243851,0.661582808707693
"PRICKLE2",0.000247236078364965,0.0134797676245092
"ADAMTS9",0.268552849531299,1
"ADAMTS9-AS1",0.0656082925658501,1
"MAGI1",1.59067506888544e-05,0.00112472903658407
"SLC25A26",8.99831199788759e-05,0.00546864924101302
"LRIG1",2.67260320541141e-08,2.66644818279312e-06
"KBTBD8",0.713183683241242,1
"SUCLG2",0.0388593667622432,1
"FAM19A1",1.07710063090849e-10,1.38801590381875e-08
"FAM19A4",0.862589409605385,1
"EOGT",0.909663452412264,1
"TMF1",0.0776263686383933,1
"UBA3",0.180635493981014,1
"ARL6IP5",8.5771582281069e-08,8.10598223715048e-06
"LMOD3",0.863201836680553,1
"FRMD4B",8.19606238865279e-23,2.59782934603504e-20
"MITF",0.000560656309659624,0.0276795015824127
"FOXP1",0.00094307156777107,0.0436742413937068
"AC097634.3",0.904933520315712,1
"EIF4E3",0.346142701052152,1
"GPR27",0.521241243078343,1
"RYBP",0.0148634833513288,0.468590768581391
"SHQ1",0.410917904213244,1
"GXYLT2",0.213939625224081,1
"PPP4R2",0.797117885518128,1
"PDZRN3",2.80482412426952e-05,0.00191741945774062
"CNTN3",0.000239181773238117,0.0130795722083963
"LINC02018",0.723931285632425,1
"ZNF717",0.780355167684,1
"ROBO2",0.00014016164650188,0.00803526211051511
"ROBO1",0.0915210169206939,1
"GBE1",0.864226994983053,1
"CADM2",0.000333316418430374,0.0174186472123219
"CHMP2B",0.0197074359151171,0.590469112448941
"HTR1F",0.0330743045222768,0.894827932872926
"CGGBP1",0.249421787581122,1
"ZNF654",0.701868401844916,1
"C3orf38",0.955353178782674,1
"EPHA3",0.357037272500493,1
"PROS1",0.479858896579155,1
"ARL13B",0.00667697936217826,0.239707403451567
"DHFR2",0.0165308506230019,0.512240505811447
"NSUN3",0.0124432861751393,0.405957392085159
"MTRNR2L12",1.81222574144228e-40,1.26563652161566e-37
"AC110491.1",2.68049972319551e-05,0.00184390125314038
"ARL6",1.463719077055e-07,1.33953087080641e-05
"CRYBG3",0.00571627465163038,0.209927312296375
"RIOX2",0.387125070434506,1
"CLDND1",3.82001738827809e-213,4.49723943870681e-209
"CPOX",1.01904554616894e-06,8.29425291575862e-05
"ST3GAL6",0.00952422309165357,0.323932748754712
"DCBLD2",0.103551708358973,1
"COL8A1",0.0364450078675815,0.969472168029324
"CMSS1",0.0818434786755338,1
"FILIP1L",0.20558853569336,1
"TBC1D23",0.995473887993819,1
"NIT2",0.0400068548736988,1
"TOMM70",0.000428520327335091,0.0216784913000799
"LNP1",0.00978957871608821,0.331249002936283
"TMEM45A",0.0450402251025526,1
"TFG",0.0225388831991324,0.658692090441426
"ABI3BP",0.812361698579354,1
"SENP7",0.427027372732634,1
"TRMT10C",0.327119906708222,1
"PCNP",0.531868814876578,1
"ZBTB11",0.0435691736003667,1
"ZBTB11-AS1",0.909236133038374,1
"RPL24",1.14966225428503e-09,1.34292563944762e-07
"CEP97",0.0107488497647165,0.358555051499651
"NXPE3",2.39443774807668e-08,2.39763144684992e-06
"NFKBIZ",0.195639851963516,1
"ALCAM",2.12756479101017e-11,2.91491485654815e-09
"CBLB",0.0754193350772522,1
"LINC00882",0.0261247272463777,0.741112842369306
"DUBR",0.589469739840476,1
"AC063944.3",0.0364773852681699,0.970176856783706
"LINC01990",0.697575857429728,1
"BBX",7.99360577730113e-15,1.46715195290943e-12
"LINC00636",0.286973280701063,1
"CD47",1.57794693012026e-06,0.000124428391791528
"IFT57",0.00130957912050622,0.0586373899989559
"HHLA2",0.0118177235143953,0.389091448811615
"MYH15",0.610628901135742,1
"CIP2A",0.25668904957819,1
"DZIP3",0.00178153351494825,0.0762679325576648
"LINC00488",0.0209175546729674,0.620075864859022
"NECTIN3",0.00108189976227191,0.0494093169127404
"PLCXD2",0.110593864363612,1
"PHLDB2",0.058087254588888,1
"ABHD10",7.31903945094814e-05,0.00456593769819312
"TAGLN3",1.39909325485135e-31,7.03042412590867e-29
"CD200",4.11904066410784e-10,5.02887704580688e-08
"ATG3",4.98747265709198e-10,6.04436004172048e-08
"SLC35A5",0.00585120366740854,0.214357127438899
"CCDC80",0.733058875725444,1
"GTPBP8",0.905735169794222,1
"NEPRO",0.636480946299805,1
"BOC",0.098931300550495,1
"CFAP44",0.00209293947357336,0.0880442389574834
"SPICE1",0.933169618499105,1
"SIDT1",0.574201255014538,1
"USF3",0.0367453262536627,0.9751002885775
"NAA50",0.000295192572909109,0.0157863416803997
"ATP6V1A",1.10627562435949e-21,3.23290502119574e-19
"GRAMD1C",0.376870831472064,1
"AC128687.2",0.76731581477874,1
"ZDHHC23",0.261849676606047,1
"CCDC191",0.454909264836358,1
"QTRT2",0.366340783214211,1
"ZBTB20",7.21644966006352e-15,1.3304384087019e-12
"GAP43",4.51034303504334e-61,5.19855020463232e-58
"LSAMP",2.70012159075961e-05,0.0018550763130616
"IGSF11",0.0502917903442603,1
"B4GALT4",0.684935455275862,1
"ARHGAP31",0.967284896991147,1
"TMEM39A",0.25397725314398,1
"POGLUT1",0.0933903461299164,1
"TIMMDC1",0.0052747113419962,0.195863903573738
"ADPRH",0.47878923848101,1
"POPDC2",0.95937691224217,1
"COX17",4.75743888728175e-11,6.35943961707358e-09
"MAATS1",0.00180190726382157,0.077020106932591
"GSK3B",0.000314448077000429,0.016584700303924
"LRRC58",0.0251083429077736,0.718462779798104
"FSTL1",0.146959118679007,1
"NDUFB4",1.41597844560692e-12,2.16896766504691e-10
"HGD",0.0328076741391249,0.88951239826862
"RABL3",0.258819207166955,1
"GTF2E1",0.0719889014482572,1
"STXBP5L",1.58725421917083e-07,1.44776297873355e-05
"FBXO40",0.60032153766708,1
"HCLS1",0.0601260499789141,1
"GOLGB1",0.660242545387702,1
"IQCB1",0.708949245070779,1
"EAF2",0.381950359544438,1
"SLC15A2",0.00803208384153342,0.280477792809888
"CD86",0.0580548069747582,1
"CSTA",0.0225739375300317,0.659101164691631
"CCDC58",0.807932205221564,1
"FAM162A",0.0982969290126181,1
"WDR5B",0.276552326133873,1
"AC083798.2",0.544426242256942,1
"KPNA1",0.00517755065574077,0.1927436954778
"PARP9",0.650494802224971,1
"DTX3L",0.401541546713748,1
"PARP14",0.0251593187619135,0.719671542630487
"HSPBAP1",0.560381976930083,1
"DIRC2",0.7708371148987,1
"LINC02035",0.513091367323945,1
"SEMA5B",0.00230561540215157,0.095938015061679
"PDIA5",0.0229612080188761,0.668749923979109
"SEC22A",0.332046313899218,1
"ADCY5",0.294600116050692,1
"HACD2",0.109093311466319,1
"MYLK-AS1",0.636081834608662,1
"MYLK",3.98325816775014e-12,5.80476385626084e-10
"CCDC14",0.0822943918404885,1
"KALRN",7.87875432945494e-17,1.72224494765088e-14
"UMPS",0.132007106161853,1
"ITGB5",0.01446796426872,0.458930574205677
"HEG1",0.0805540282070376,1
"SLC12A8",0.00397655837606514,0.15342100550965
"ZNF148",0.46917045619605,1
"SNX4",0.0432676437843913,1
"OSBPL11",0.320328780392646,1
"ALG1L",0.388299015163873,1
"ROPN1B",0.623763116780597,1
"SLC41A3",0.0195118616357002,0.58610098854794
"ALDH1L1",0.115284919216225,1
"ALDH1L1-AS2",0.299816938870959,1
"KLF15",0.221498221950335,1
"ZXDC",0.209575439123913,1
"CHST13",0.167179340666423,1
"TXNRD3",0.779132800330872,1
"CHCHD6",0.00155462258217787,0.0680925283106496
"PLXNA1",0.00280383646396498,0.11354472863413
"TPRA1",0.581203796384072,1
"MCM2",0.0585368787958546,1
"PODXL2",0.000225394255974676,0.0124079419963924
"ABTB1",0.00140585761334588,0.0624303191835453
"MGLL",6.52668985523519e-08,6.25785946099862e-06
"KBTBD12",0.833493560753555,1
"SEC61A1",0.449656981815906,1
"RUVBL1",0.212610173870175,1
"EEFSEC",0.972629715200794,1
"GATA2",0.113647256311003,1
"RPN1",0.0575890565219649,1
"RAB7A",0.0451183718838135,1
"AC112484.3",0.912618271714783,1
"ACAD9",0.114335487384619,1
"KIAA1257",0.359895687366919,1
"EFCC1",0.279053257075968,1
"ISY1",0.229123795147633,1
"AC108673.3",0.190440740124467,1
"CNBP",0.010526441969556,0.351848176481469
"COPG1",5.41218465703874e-05,0.00349817177862227
"HMCES",0.0222815446554576,0.652413219866102
"H1FX",0.00175105665994502,0.0752760456503595
"H1FX-AS1",0.429408877335989,1
"EFCAB12",0.05920884586697,1
"MBD4",0.440797017248042,1
"IFT122",0.104400734209075,1
"RHO",0.002734336762511,0.110975655377059
"PLXND1",0.361065624069765,1
"TMCC1",0.388425490350426,1
"TMCC1-AS1",0.895236227318893,1
"TRH",0.186329638751562,1
"PIK3R4",0.00446558450694812,0.169941260471483
"ATP2C1",0.00217610533213497,0.0912296032701033
"ASTE1",0.284867983808742,1
"NEK11",0.440414052287156,1
"NUDT16",0.397114012254135,1
"MRPL3",0.0966435295783393,1
"CPNE4",2.30136485757093e-07,2.04369560798846e-05
"DNAJC13",0.789570359802092,1
"ACAD11",0.688869758366419,1
"UBA5",0.0983002856010909,1
"NPHP3",0.0511596227482898,1
"TMEM108",0.000434773841039182,0.0219476955370682
"CDV3",0.000210059628991677,0.0116376242423006
"TOPBP1",0.206790626517483,1
"TF",9.34726888004042e-245,1.92576573514789e-240
"SRPRB",0.0549129092292409,1
"RAB6B",1.26186318080847e-20,3.47792162535087e-18
"SLCO2A1",3.49246292106198e-05,0.00233804282582957
"RYK",0.0135669146813777,0.434783721966997
"AMOTL2",1.11022302462516e-15,2.22070936777352e-13
"ANAPC13",0.0104549643387284,0.350098018642699
"CEP63",0.543992037938674,1
"EPHB1",0.0261984933761621,0.742512383783961
"PPP2R3A",0.0429196783399313,1
"MSL2",0.466238989697414,1
"PCCB",0.00140065599948724,0.0622251973549925
"STAG1",0.113367173139868,1
"SLC35G2",0.187751819854363,1
"AC096992.2",0.749178246303947,1
"NCK1-DT",0.0975451434843505,1
"NCK1",0.35718992481607,1
"DBR1",0.145593486545972,1
"ARMC8",0.112974593302952,1
"NME9",0.69394563217421,1
"MRAS",1.32297532092762e-05,0.000950532642641085
"ESYT3",0.610934689162627,1
"CEP70",0.355361332506037,1
"FAIM",0.045476437912652,1
"PIK3CB",0.00456194990979308,0.172929737992402
"FOXL2",0.617608548197098,1
"MRPS22",0.119537944722628,1
"COPB2",0.0249468102490108,0.71520644852812
"RBP1",4.64858215729613e-05,0.00305493296754941
"NMNAT3",0.0185479940472385,0.561445713206465
"CLSTN2",3.33066907387547e-15,6.37583456113372e-13
"SLC25A36",0.0255726334140668,0.729014235547805
"PXYLP1",0.947733530966125,1
"ZBTB38",0.0684475399661808,1
"RASA2",0.0239435101862504,0.690889078156309
"RNF7",0.00554436614830345,0.204357827790508
"ATP1B3",0.004736390043099,0.178720156570401
"TFDP2",0.559132346726157,1
"GK5",0.615209087163011,1
"XRN1",0.828849771586498,1
"ATR",0.395878838216002,1
"PLS1",0.444689734873748,1
"TRPC1",0.134178617881691,1
"PCOLCE2",0.802957810749219,1
"PAQR9",0.462881862912058,1
"U2SURP",0.666745586165319,1
"AC026304.1",0.448872236934097,1
"CHST2",0.00066019405273221,0.0319849742138071
"SLC9A9",0.00533557659694561,0.19784191182662
"C3orf58",0.203574238260387,1
"PLOD2",0.0259228670098524,0.736527340487268
"PLSCR4",0.225673123395126,1
"PLSCR1",0.854014731619151,1
"ZIC4",0.646087623143623,1
"ZIC1",0.028974462247868,0.803995759381051
"AC092958.1",1.55181474246762e-34,8.75922593062361e-32
"AGTR1",0.358099093885916,1
"CPB1",1.36864482567461e-35,8.14366119631824e-33
"GYG1",0.0353619448963117,0.945464155760415
"HLTF",0.159842065887679,1
"HPS3",0.910679457940398,1
"AC093001.1",0.0181313617602714,0.552180850912415
"TM4SF18",0.578909502849392,1
"TM4SF1",0.518572993772442,1
"WWTR1",0.00861989969713017,0.29711946696586
"COMMD2",0.0588785636059097,1
"RNF13",8.49432530269128e-41,5.95757794561702e-38
"PFN2",1.2478611251314e-20,3.44509046522136e-18
"TSC22D2",0.417571771814546,1
"SERP1",0.116934234080563,1
"EIF2A",0.384162055919436,1
"SELENOT",0.00167002178631848,0.072320606452753
"ERICH6-AS1",0.104768880272798,1
"SIAH2",0.860980112451628,1
"MED12L",1.44285928451726e-05,0.00103037871903105
"P2RY14",0.15273537690313,1
"P2RY13",0.0937375232988502,1
"IGSF10",0.000193593989616492,0.0107906908889137
"MBNL1",0.0294327389917344,0.814351284092649
"MBNL1-AS1",0.0095464371543128,0.324420497346012
"P2RY1",0.516593864624629,1
"RAP2B",0.000633600390442135,0.0307961447954751
"ARHGEF26",0.818486275038507,1
"DHX36",0.761870492578457,1
"MME",7.63459870591898e-05,0.00473769228975157
"PLCH1",0.0267699874471032,0.755128719112315
"C3orf33",0.410279756351216,1
"SLC33A1",0.280138462934905,1
"GMPS",0.111222388402125,1
"KCNAB1",0.00010278307652456,0.0061580006303276
"AC084036.1",0.308543264014651,1
"SSR3",0.154694789043453,1
"TIPARP-AS1",0.845602470267872,1
"TIPARP",0.0599805585707371,1
"CCNL1",0.10974060973437,1
"RSRC1",0.240357478863524,1
"AC106707.1",0.0339826111940646,0.915862750486203
"MLF1",0.0700464430704459,1
"GFM1",0.562335655258616,1
"LXN",0.0944879303311661,1
"AC080013.6",0.920063502977941,1
"RARRES1",0.587813222586179,1
"MFSD1",0.578248662642435,1
"AC080013.1",0.0101183028327611,0.340902300100501
"IQCJ-SCHIP1",0.251479743998228,1
"SCHIP1",0.318106467610459,1
"IL12A-AS1",0.21463936392927,1
"C3orf80",1.14395708461501e-08,1.19712053502521e-06
"IFT80",0.388861820140779,1
"SMC4",0.616130059333241,1
"TRIM59",3.26687838617628e-17,7.37596443423044e-15
"KPNA4",0.0107822064607647,0.359522222308148
"AC069224.1",0.293260967949637,1
"PPM1L",0.000473387036167616,0.0237153298224341
"B3GALNT1",0.0286546817530828,0.797105748622246
"NMD3",0.175502013175617,1
"SPTSSB",0.0572686355064342,1
"LINC02067",0.592823667362977,1
"SLITRK3",0.0724596123397956,1
"BCHE",0.0484739624413035,1
"ZBBX",0.100229059182756,1
"SERPINI2",0.363232651268092,1
"PDCD10",0.0939572945634624,1
"SERPINI1",3.46481616061002e-36,2.13085603465377e-33
"GOLIM4",0.00199346449017157,0.0844496192463942
"MECOM",0.390358987421425,1
"MYNN",0.402037495581592,1
"LRRC34",0.709855167516033,1
"AC078795.2",0.738223108320171,1
"SEC62",2.21172550207704e-06,0.000170822674417272
"GPR160",0.0246008541897107,0.706723302349837
"PHC3",0.0441585511584582,1
"PRKCI",0.0127600324137337,0.413833670839901
"SKIL",0.252032633413408,1
"CLDN11",1.68434496563616e-154,1.11045187213296e-150
"SLC7A14",1.90282744627623e-06,0.000148495809998222
"RPL22L1",0.214032197023678,1
"EIF5A2",0.0297821694455633,0.822087350052399
"TNIK",0.603776063272418,1
"PLD1",3.2085445411667e-14,5.66806908900444e-12
"FNDC3B",0.415978067520999,1
"TNFSF10",1.94835190092668e-06,0.000151832846591832
"NCEH1",1.03399622197742e-10,1.33455587394851e-08
"ECT2",0.705792065798281,1
"NLGN1",0.5983517811842,1
"NAALADL2",0.668909505616714,1
"TBL1XR1",0.00100043978634834,0.046110746282807
"AC026355.1",9.9751127652592e-05,0.00599940346144972
"AC007953.2",0.0615648075035728,1
"KCNMB2",0.345503239124038,1
"ZMAT3",1.2172478331296e-05,0.000878014144273034
"PIK3CA",0.00835193259373046,0.289985615326872
"KCNMB3",0.0173892432115625,0.533239874417339
"ZNF639",0.17115080635627,1
"MFN1",0.944547084656078,1
"GNB4",0.0017772308160946,0.0761804041519123
"ACTL6A",3.46650837311779e-05,0.00232349868637635
"MRPL47",0.064176193810209,1
"NDUFB5",6.99830304817795e-10,8.36444606549111e-08
"USP13",0.990484554310524,1
"PEX5L",3.35326988398776e-10,4.12451052921667e-08
"TTC14",0.000350433368646597,0.0181016225496386
"CCDC39-1",0.365418304835227,1
"FXR1",0.00023744763067679,0.012989050796911
"DNAJC19",2.75952137673841e-06,0.000210079932148703
"SOX2",0.0323433799055457,0.879238183329915
"ATP11B",0.341963321602652,1
"DCUN1D1",0.0126841840831022,0.412347421694664
"MCCC1",0.333693775678821,1
"MCF2L2",0.406466550799434,1
"B3GNT5",0.0851512916701194,1
"KLHL24",2.14597965142449e-06,0.000166056049824682
"YEATS2",0.277838453995889,1
"YEATS2-AS1",0.286904000155616,1
"PARL",0.857768449434988,1
"ABCC5",0.0641795259056706,1
"EIF2B5",0.0552026278271556,1
"DVL3",0.896396752016468,1
"AP2M1",3.98625416955616e-20,1.06485022980966e-17
"ABCF3",0.175821892810999,1
"VWA5B2",0.00652256393254036,0.234982734131436
"ALG3",0.167739639034291,1
"EEF1AKMT4",0.972688793875129,1
"CAMK2N2",1.93338300924495e-09,2.21137615996323e-07
"PSMD2",0.000353651171751124,0.0182437009775869
"EIF4G1",0.0619294286922276,1
"FAM131A",2.76412226440925e-12,4.10064238799935e-10
"CLCN2",0.0153085528798136,0.480142472802095
"POLR2H",0.0573035700636931,1
"THPO",0.419710862988501,1
"CHRD",0.00308921302167087,0.123364183519991
"EPHB3",0.465407120411454,1
"MAGEF1",0.0308983882316001,0.846800505108936
"AC107294.2",0.384208780948714,1
"AC107294.3",0.82143040256884,1
"VPS8",0.766201092303754,1
"C3orf70",0.147095891732635,1
"EHHADH",0.270491940929992,1
"MAP3K13",0.241888171978525,1
"TMEM41A",0.983110276492268,1
"LIPH",0.999094163012976,1
"SENP2",0.0863962050653886,1
"TRA2B",0.163055492629745,1
"ETV5",0.00292393755630105,0.11768672589103
"DGKG",0.671204659318912,1
"CRYGS",0.909296458946852,1
"TBCCD1",0.0183314630214888,0.556424192197061
"DNAJB11",0.977680438208427,1
"KNG1",0.653976820606117,1
"EIF4A2",1.21101396646783e-43,9.45965729431584e-41
"RFC4",0.713341519796373,1
"LINC02043",0.291232459858739,1
"ADIPOQ",5.75884926856673e-07,4.82302289891615e-05
"ST6GAL1",0.384122978839415,1
"RPL39L",0.120019064559411,1
"RTP1",0.110658451313926,1
"MASP1",0.109190341929698,1
"RTP4",0.122090953074124,1
"SST",1.11543695876269e-18,2.71961257615381e-16
"BCL6",0.00451781434706477,0.171482610367463
"LPP",0.960070379484519,1
"TPRG1",2.69675329481344e-17,6.11386033705443e-15
"P3H2",0.620657530242707,1
"CLDN1",0.762441101895717,1
"IL1RAP",0.852297964480684,1
"OSTN",0.0222395221709956,0.651530019183788
"CCDC50",0.0573504703665012,1
"AC073365.1",0.123485161233762,1
"FGF12",4.8124073172351e-27,1.93931241150911e-24
"MB21D2",0.0355300245846196,0.94865420804543
"HRASLS",0.451679207732677,1
"ATP13A4",0.156283263241703,1
"OPA1",0.000154142985620442,0.00871553224572406
"HES1",0.00709493551550278,0.252621307316008
"LRRC15",0.0593551470893299,1
"ATP13A3",0.00362014468914151,0.141357639048728
"TMEM44-AS1",0.1394947353715,1
"TMEM44",0.161181397403807,1
"AC046143.1",0.391491914159422,1
"LSG1",0.998167529988836,1
"FAM43A",0.307103778090828,1
"XXYLT1",0.449635899130941,1
"ACAP2",0.165517506945079,1
"PPP1R2",9.97719357569427e-05,0.00599940346144972
"APOD",5.78964466710886e-126,2.27201569054961e-122
"AC233280.1",0.856903930976503,1
"MUC20-OT1",0.00385232793653589,0.149186778953782
"TNK2",0.280515660665471,1
"TFRC",3.33692074523384e-05,0.00224485613604857
"ZDHHC19",0.142563265037447,1
"PCYT1A",0.507195166412427,1
"TCTEX1D2",0.00121949344190719,0.0550524108955333
"UBXN7",0.484343472404344,1
"RNF168",0.852152238832363,1
"WDR53",0.536833925155257,1
"FBXO45",0.101414246571816,1
"LINC01063",0.955806061227144,1
"PIGX",0.106282158080984,1
"CEP19",0.017356686011222,0.5324252860519
"PAK2",0.00478856562672458,0.180441060760231
"SENP5",0.262964366615298,1
"NCBP2",0.438489566013781,1
"NCBP2-AS2",0.0404659594100332,1
"PIGZ",0.00127246278457771,0.0571930011040701
"MELTF",0.0565456764205938,1
"MELTF-AS1",0.879362889099759,1
"DLG1",3.6475498177424e-09,4.0186329893407e-07
"LINC02012",0.914710328764293,1
"BDH1",0.0119962556739643,0.394339326238423
"AC024560.3",0.493665582459826,1
"RUBCN",0.63986014671087,1
"FYTTD1",0.0676081700468434,1
"AC055764.2",0.362624952516802,1
"LRCH3",0.559824682157902,1
"IQCG",0.828073609521788,1
"RPL35A",3.6255887181369e-11,4.87015384513068e-09
"LMLN",0.081833833885343,1
"ZNF595",0.625347137816515,1
"ZNF718",0.573174652049991,1
"ZNF141",0.195986161968688,1
"AC092574.1",0.893105800148152,1
"ZNF721",0.0788169027308885,1
"PIGG",0.0439042404397461,1
"AC116565.1",2.33551022965628e-09,2.62756129335381e-07
"AC116565.2",0.293733711481381,1
"PDE6B",3.00957249121936e-07,2.63149264508173e-05
"AC107464.1",0.931807365710301,1
"AC107464.3",0.222636423912956,1
"ATP5ME",4.66202985678052e-17,1.04259651553479e-14
"MYL5",0.00938474783562548,0.319584680260751
"SLC49A3",0.236207813766997,1
"PCGF3",0.078631138832653,1
"AC139887.2",0.96266056421297,1
"CPLX1",2.39828749059625e-22,7.33366695650238e-20
"GAK",0.365371539429245,1
"TMEM175",0.405007051234709,1
"DGKQ",0.409755797076975,1
"IDUA",0.108375162902566,1
"FGFRL1",0.042443428392591,1
"RNF212",0.41568286701196,1
"SPON2",0.0324143750502985,0.880725771789602
"CTBP1",1.62895172906019e-08,1.66243393236935e-06
"CTBP1-DT",0.0780173172251806,1
"MAEA",0.00173714301735595,0.0748340613711446
"UVSSA",0.0225987873022971,0.659476239872648
"SLBP",0.0218883870357593,0.643416079060811
"AC016773.1",0.616838300947981,1
"TMEM129",0.334688889042059,1
"TACC3",0.727651933713219,1
"FGFR3",0.807837863054488,1
"LETM1",0.605343231442576,1
"NSD2",0.0113353577067321,0.375233677569321
"NELFA",0.998350312358916,1
"C4orf48",2.85201449864869e-22,8.70495791140079e-20
"NAT8L",7.45421926880176e-17,1.63377794641973e-14
"POLN",0.751629223632113,1
"HAUS3",0.640662490384475,1
"MXD4",0.636115886736712,1
"ZFYVE28",0.0176043172387367,0.538818111009871
"CFAP99",0.63801248643395,1
"RNF4",0.305554074212811,1
"FAM193A",0.35698108153907,1
"TNIP2",0.00420941704291533,0.161272476677382
"SH3BP2",0.708645501891888,1
"ADD1",0.0216695623690566,0.638121739085292
"MFSD10",0.130124389066343,1
"NOP14-AS1",0.0157177752697819,0.491165848175289
"NOP14",0.291178073685215,1
"GRK4",0.550740546094212,1
"HTT",0.0107484396872271,0.358555051499651
"MSANTD1",0.00871007131424384,0.299580545976144
"RGS12",4.38957423742892e-08,4.29369508125839e-06
"DOK7",0.440806226074564,1
"LRPAP1",4.44089209850063e-16,9.18376170160792e-14
"AC141928.1",0.515701552046401,1
